"meiosis" "parent" "offspring" "yapp_CO_count"
"8M31433_8M72741" "8M31433" "8M72741" 20
"8M31452_8M71520" "8M31452" "8M71520" 15
"8M31452_8N05462" "8M31452" "8N05462" 21
"8M31476_8M72605" "8M31476" "8M72605" 19
"8M31476_8N05710" "8M31476" "8N05710" 24
"8M31476_8N73502" "8M31476" "8N73502" 19
"8M31476_8N73505" "8M31476" "8N73505" 19
"8M31484_8M71085" "8M31484" "8M71085" 13
"8M31511_8N05808" "8M31511" "8N05808" 15
"8M31520_8N05052" "8M31520" "8N05052" 13
"8M31520_8N05419" "8M31520" "8N05419" 15
"8M31522_8M71573" "8M31522" "8M71573" 22
"8M31528_8M71247" "8M31528" "8M71247" 11
"8M31528_8M71250" "8M31528" "8M71250" 20
"8M31528_8M72851" "8M31528" "8M72851" 18
"8M31528_8M72853" "8M31528" "8M72853" 21
"8M31528_8M72855" "8M31528" "8M72855" 16
"8M31541_8L89606" "8M31541" "8L89606" 9
"8M31541_8L89891" "8M31541" "8L89891" 21
"8M31541_8M31532" "8M31541" "8M31532" 15
"8M31541_8M72965" "8M31541" "8M72965" 24
"8M31542_8M31863" "8M31542" "8M31863" 28
"8M31542_8M31865" "8M31542" "8M31865" 32
"8M31542_8M72707" "8M31542" "8M72707" 26
"8M31542_8M72708" "8M31542" "8M72708" 29
"8M31543_8M71201" "8M31543" "8M71201" 17
"8M31544_8M71307" "8M31544" "8M71307" 19
"8M31544_8N05494" "8M31544" "8N05494" 10
"8M31545_8M71201" "8M31545" "8M71201" 20
"8M31546_8N05445" "8M31546" "8N05445" 7
"8M31548_8M71406" "8M31548" "8M71406" 13
"8M31548_8M72611" "8M31548" "8M72611" 18
"8M31550_8M71294" "8M31550" "8M71294" 16
"8M31550_8N05713" "8M31550" "8N05713" 18
"8M31550_8N73423" "8M31550" "8N73423" 18
"8M31551_8M71237" "8M31551" "8M71237" 12
"8M31551_8M71238" "8M31551" "8M71238" 16
"8M31561_8M72666" "8M31561" "8M72666" 14
"8M31561_8M72679" "8M31561" "8M72679" 20
"8M31568_8M31945" "8M31568" "8M31945" 20
"8M31583_8N06543" "8M31583" "8N06543" 21
"8M31585_8M71504" "8M31585" "8M71504" 17
"8M31585_8M72805" "8M31585" "8M72805" 25
"8M31585_8M72806" "8M31585" "8M72806" 31
"8M31591_8M71096" "8M31591" "8M71096" 19
"8M31591_8N06958" "8M31591" "8N06958" 19
"8M31602_8M72906" "8M31602" "8M72906" 23
"8M31602_8M72907" "8M31602" "8M72907" 14
"8M31627_8M71501" "8M31627" "8M71501" 13
"8M31627_8M72621" "8M31627" "8M72621" 16
"8M31632_8M71314" "8M31632" "8M71314" 10
"8M31634_8M72643" "8M31634" "8M72643" 13
"8M31637_8M71506" "8M31637" "8M71506" 18
"8M31641_8N05402" "8M31641" "8N05402" 23
"8M31641_8N05797" "8M31641" "8N05797" 18
"8M31641_8N06947" "8M31641" "8N06947" 27
"8M31641_8N72591" "8M31641" "8N72591" 16
"8M31641_8N72592" "8M31641" "8N72592" 17
"8M31641_8N72760" "8M31641" "8N72760" 16
"8M31706_8M72643" "8M31706" "8M72643" 18
"8M31713_8M71412" "8M31713" "8M71412" 23
"8M31713_8M71414" "8M31713" "8M71414" 18
"8M31716_8M71299" "8M31716" "8M71299" 16
"8M31716_8M71304" "8M31716" "8M71304" 34
"8M31716_8M71305" "8M31716" "8M71305" 17
"8M31717_8M71237" "8M31717" "8M71237" 35
"8M31717_8M71238" "8M31717" "8M71238" 28
"8M31732_8M71765" "8M31732" "8M71765" 9
"8M31732_8M72235" "8M31732" "8M72235" 20
"8M31732_8M72324" "8M31732" "8M72324" 15
"8M31732_8N06037" "8M31732" "8N06037" 14
"8M31732_8N06406" "8M31732" "8N06406" 14
"8M31733_8N06435" "8M31733" "8N06435" 19
"8M31737_8M71610" "8M31737" "8M71610" 17
"8M31737_8N05930" "8M31737" "8N05930" 17
"8M31737_8N06097" "8M31737" "8N06097" 19
"8M31737_8N72040" "8M31737" "8N72040" 22
"8M31737_8N72043" "8M31737" "8N72043" 21
"8M31737_8N72252" "8M31737" "8N72252" 17
"8M31737_8N73372" "8M31737" "8N73372" 16
"8M31738_8L57922" "8M31738" "8L57922" 33
"8M31738_8M72237" "8M31738" "8M72237" 27
"8M31756_8M71304" "8M31756" "8M71304" 10
"8M31838_8M71896" "8M31838" "8M71896" 9
"8M31838_8M71898" "8M31838" "8M71898" 14
"8M31838_8N73810" "8M31838" "8N73810" 16
"8M31839_8M71515" "8M31839" "8M71515" 9
"8M31839_8N05752" "8M31839" "8N05752" 13
"8M31839_8N05753" "8M31839" "8N05753" 14
"8M31844_8N06727" "8M31844" "8N06727" 12
"8M31865_8N05715" "8M31865" "8N05715" 23
"8M31865_8N72701" "8M31865" "8N72701" 26
"8M31869_8N05703" "8M31869" "8N05703" 16
"8M31869_8N05709" "8M31869" "8N05709" 11
"8M31869_8N06800" "8M31869" "8N06800" 17
"8M31875_8M71866" "8M31875" "8M71866" 15
"8M31922_8M71522" "8M31922" "8M71522" 19
"8M31922_8M72923" "8M31922" "8M72923" 19
"8M31922_8N06387" "8M31922" "8N06387" 15
"8M31922_8N72374" "8M31922" "8N72374" 21
"8M31922_8N73502" "8M31922" "8N73502" 14
"8M31922_8N73505" "8M31922" "8N73505" 12
"8M31923_8M71522" "8M31923" "8M71522" 21
"8M31923_8M72664" "8M31923" "8M72664" 27
"8M31923_8M72923" "8M31923" "8M72923" 24
"8M31923_8N06387" "8M31923" "8N06387" 25
"8M31923_8N73094" "8M31923" "8N73094" 21
"8M31927_8M31984" "8M31927" "8M31984" 12
"8M31927_8M71865" "8M31927" "8M71865" 14
"8M31927_8N05704" "8M31927" "8N05704" 14
"8M31927_8N05711" "8M31927" "8N05711" 19
"8M31936_8M71530" "8M31936" "8M71530" 23
"8M31936_8M72648" "8M31936" "8M72648" 22
"8M31936_8M72649" "8M31936" "8M72649" 19
"8M31936_8N06393" "8M31936" "8N06393" 19
"8M31936_8N06394" "8M31936" "8N06394" 15
"8M31936_8N06395" "8M31936" "8N06395" 28
"8M31936_8N06508" "8M31936" "8N06508" 18
"8M31940_8M71311" "8M31940" "8M71311" 15
"8M31941_8M71317" "8M31941" "8M71317" 20
"8M31973_8N06385" "8M31973" "8N06385" 19
"8M71077_8N06510" "8M71077" "8N06510" 11
"8M71086_8N06317" "8M71086" "8N06317" 21
"8M71089_8N73093" "8M71089" "8N73093" 10
"8M71098_8N06311" "8M71098" "8N06311" 11
"8M71098_8N06736" "8M71098" "8N06736" 12
"8M71098_8N06749" "8M71098" "8N06749" 17
"8M71204_8N73504" "8M71204" "8N73504" 12
"8M71205_8M71204" "8M71205" "8M71204" 18
"8M71205_8M71819" "8M71205" "8M71819" 16
"8M71206_8M71204" "8M71206" "8M71204" 14
"8M71212_8N05464" "8M71212" "8N05464" 16
"8M71250_8N05827" "8M71250" "8N05827" 8
"8M71253_8N06011" "8M71253" "8N06011" 12
"8M71253_8N06367" "8M71253" "8N06367" 18
"8M71253_8N06730" "8M71253" "8N06730" 11
"8M71253_8N06733" "8M71253" "8N06733" 17
"8M71285_8N05832" "8M71285" "8N05832" 16
"8M71285_8N06566" "8M71285" "8N06566" 19
"8M71290_8N06815" "8M71290" "8N06815" 25
"8M71302_8N72531" "8M71302" "8N72531" 18
"8M71302_8N72742" "8M71302" "8N72742" 22
"8M71302_8N72743" "8M71302" "8N72743" 15
"8M71303_8N06808" "8M71303" "8N06808" 30
"8M71307_8N06808" "8M71307" "8N06808" 15
"8M71310_8N06359" "8M71310" "8N06359" 16
"8M71312_8N05094" "8M71312" "8N05094" 13
"8M71313_8N05534" "8M71313" "8N05534" 23
"8M71313_8N72785" "8M71313" "8N72785" 13
"8M71318_8N06385" "8M71318" "8N06385" 14
"8M71507_8N05402" "8M71507" "8N05402" 22
"8M71507_8N05797" "8M71507" "8N05797" 30
"8M71507_8N06947" "8M71507" "8N06947" 32
"8M71507_8N72591" "8M71507" "8N72591" 22
"8M71507_8N72592" "8M71507" "8N72592" 30
"8M71507_8N72760" "8M71507" "8N72760" 20
"8M71511_8N05417" "8M71511" "8N05417" 15
"8M71511_8N73097" "8M71511" "8N73097" 9
"8M71521_8N05417" "8M71521" "8N05417" 22
"8M71521_8N73097" "8M71521" "8N73097" 30
"8M71585_8N72002" "8M71585" "8N72002" 12
"8M71585_8N72003" "8M71585" "8N72003" 24
"8M71596_8M71834" "8M71596" "8M71834" 22
"8M71596_8N05058" "8M71596" "8N05058" 19
"8M71596_8N05059" "8M71596" "8N05059" 20
"8M71596_8N06396" "8M71596" "8N06396" 20
"8M71662_8N05558" "8M71662" "8N05558" 21
"8M71662_8N72044" "8M71662" "8N72044" 17
"8M71662_8N72045" "8M71662" "8N72045" 17
"8M71662_8N72046" "8M71662" "8N72046" 19
"8M71674_8N05578" "8M71674" "8N05578" 20
"8M71691_8N05782" "8M71691" "8N05782" 26
"8M71691_8N05785" "8M71691" "8N05785" 38
"8M71691_8N72109" "8M71691" "8N72109" 23
"8M71691_8N72113" "8M71691" "8N72113" 19
"8M71691_8N72465" "8M71691" "8N72465" 22
"8M71691_8N73293" "8M71691" "8N73293" 34
"8M71691_8N73294" "8M71691" "8N73294" 15
"8M71691_8N73296" "8M71691" "8N73296" 30
"8M71735_8N05946" "8M71735" "8N05946" 26
"8M71735_8N72495" "8M71735" "8N72495" 20
"8M71735_8N72497" "8M71735" "8N72497" 31
"8M71773_8N72988" "8M71773" "8N72988" 17
"8M71783_8N72002" "8M71783" "8N72002" 15
"8M71783_8N72003" "8M71783" "8N72003" 16
"8M71864_8N05808" "8M71864" "8N05808" 15
"8M71866_8N05032" "8M71866" "8N05032" 16
"8M71866_8N05538" "8M71866" "8N05538" 17
"8M71866_8N05703" "8M71866" "8N05703" 13
"8M71866_8N05712" "8M71866" "8N05712" 23
"8M71881_8N73521" "8M71881" "8N73521" 11
"8M72001_8M72179" "8M72001" "8M72179" 19
"8M72001_8M72180" "8M72001" "8M72180" 17
"8M72002_8N06030" "8M72002" "8N06030" 13
"8M72013_8M72002" "8M72013" "8M72002" 23
"8M72013_8M72004" "8M72013" "8M72004" 12
"8M72013_8M72189" "8M72013" "8M72189" 21
"8M72014_8M72015" "8M72014" "8M72015" 8
"8M72015_8N06045" "8M72015" "8N06045" 24
"8M72018_8M72179" "8M72018" "8M72179" 18
"8M72018_8M72180" "8M72018" "8M72180" 12
"8M72022_8M71687" "8M72022" "8M71687" 15
"8M72022_8N05782" "8M72022" "8N05782" 24
"8M72022_8N05785" "8M72022" "8N05785" 15
"8M72022_8N72465" "8M72022" "8N72465" 16
"8M72023_8N72037" "8M72023" "8N72037" 14
"8M72023_8N72114" "8M72023" "8N72114" 18
"8M72023_8N72118" "8M72023" "8N72118" 16
"8M72023_8N72206" "8M72023" "8N72206" 19
"8M72023_8N72207" "8M72023" "8N72207" 22
"8M72023_8N72208" "8M72023" "8N72208" 17
"8M72023_8N72209" "8M72023" "8N72209" 19
"8M72023_8N87159" "8M72023" "8N87159" 13
"8M72023_8N87225" "8M72023" "8N87225" 20
"8M72023_8N87226" "8M72023" "8N87226" 19
"8M72030_8N72440" "8M72030" "8N72440" 14
"8M72030_8N72500" "8M72030" "8N72500" 15
"8M72030_8N72651" "8M72030" "8N72651" 18
"8M72030_8N73204" "8M72030" "8N73204" 20
"8M72030_8N73207" "8M72030" "8N73207" 16
"8M72030_8N87141" "8M72030" "8N87141" 19
"8M72030_8N87152" "8M72030" "8N87152" 23
"8M72031_8N72440" "8M72031" "8N72440" 18
"8M72031_8N72481" "8M72031" "8N72481" 14
"8M72031_8N73207" "8M72031" "8N73207" 17
"8M72036_8M71773" "8M72036" "8M71773" 37
"8M72036_8N05578" "8M72036" "8N05578" 27
"8M72036_8N05930" "8M72036" "8N05930" 31
"8M72036_8N06026" "8M72036" "8N06026" 17
"8M72036_8N72037" "8M72036" "8N72037" 23
"8M72037_8N72246" "8M72037" "8N72246" 24
"8M72037_8N87246" "8M72037" "8N87246" 27
"8M72037_8N87291" "8M72037" "8N87291" 20
"8M72037_8N87292" "8M72037" "8N87292" 26
"8M72037_8N87293" "8M72037" "8N87293" 22
"8M72038_8N06045" "8M72038" "8N06045" 13
"8M72078_8N87291" "8M72078" "8N87291" 15
"8M72078_8N87292" "8M72078" "8N87292" 15
"8M72078_8N87293" "8M72078" "8N87293" 18
"8M72087_8N05464" "8M72087" "8N05464" 18
"8M72087_8N05709" "8M72087" "8N05709" 14
"8M72087_8N05726" "8M72087" "8N05726" 14
"8M72087_8N73052" "8M72087" "8N73052" 14
"8M72087_8N73055" "8M72087" "8N73055" 14
"8M72136_8M72140" "8M72136" "8M72140" 33
"8M72136_8M72272" "8M72136" "8M72272" 19
"8M72136_8M72273" "8M72136" "8M72273" 22
"8M72136_8M72274" "8M72136" "8M72274" 31
"8M72168_8N05939" "8M72168" "8N05939" 18
"8M72168_8N05940" "8M72168" "8N05940" 14
"8M72168_8N05941" "8M72168" "8N05941" 18
"8M72168_8N06074" "8M72168" "8N06074" 15
"8M72168_8N72479" "8M72168" "8N72479" 14
"8M72168_8N72482" "8M72168" "8N72482" 16
"8M72168_8N72640" "8M72168" "8N72640" 16
"8M72168_8N72641" "8M72168" "8N72641" 10
"8M72168_8N87151" "8M72168" "8N87151" 19
"8M72179_8N06449" "8M72179" "8N06449" 14
"8M72185_8N87158" "8M72185" "8N87158" 19
"8M72186_8N06106" "8M72186" "8N06106" 18
"8M72235_8M71614" "8M72235" "8M71614" 11
"8M72269_8N06040" "8M72269" "8N06040" 24
"8M72269_8N72479" "8M72269" "8N72479" 23
"8M72269_8N72640" "8M72269" "8N72640" 18
"8M72269_8N72641" "8M72269" "8N72641" 26
"8M72274_8N06074" "8M72274" "8N06074" 10
"8M72284_8N72434" "8M72284" "8N72434" 21
"8M72284_8N72481" "8M72284" "8N72481" 27
"8M72284_8N72645" "8M72284" "8N72645" 21
"8M72284_8N73206" "8M72284" "8N73206" 21
"8M72291_8N72242" "8M72291" "8N72242" 14
"8M72291_8N72486" "8M72291" "8N72486" 13
"8M72291_8N72487" "8M72291" "8N72487" 16
"8M72291_8N72488" "8M72291" "8N72488" 14
"8M72291_8N87284" "8M72291" "8N87284" 14
"8M72291_8N87286" "8M72291" "8N87286" 16
"8M72295_8M71783" "8M72295" "8M71783" 15
"8M72295_8N73206" "8M72295" "8N73206" 16
"8M72325_8M71736" "8M72325" "8M71736" 13
"8M72326_8M71612" "8M72326" "8M71612" 16
"8M72326_8M72124" "8M72326" "8M72124" 19
"8M72326_8M72125" "8M72326" "8M72125" 20
"8M72326_8M72227" "8M72326" "8M72227" 14
"8M72327_8N06195" "8M72327" "8N06195" 23
"8M72327_8N06196" "8M72327" "8N06196" 19
"8M72327_8N06265" "8M72327" "8N06265" 20
"8M72602_8M71311" "8M72602" "8M71311" 18
"8M72602_8N06543" "8M72602" "8N06543" 23
"8M72602_8N73509" "8M72602" "8N73509" 17
"8M72605_8N06917" "8M72605" "8N06917" 15
"8M72609_8N05027" "8M72609" "8N05027" 17
"8M72609_8N05029" "8M72609" "8N05029" 26
"8M72609_8N05030" "8M72609" "8N05030" 21
"8M72609_8N06527" "8M72609" "8N06527" 21
"8M72610_8N06815" "8M72610" "8N06815" 8
"8M72643_8N05515" "8M72643" "8N05515" 15
"8M72643_8N05517" "8M72643" "8N05517" 11
"8M72646_8N05480" "8M72646" "8N05480" 5
"8M72654_8M71407" "8M72654" "8M71407" 15
"8M72654_8N06340" "8M72654" "8N06340" 19
"8M72656_8M71407" "8M72656" "8M71407" 20
"8M72656_8N06340" "8M72656" "8N06340" 16
"8M72664_8N06917" "8M72664" "8N06917" 10
"8M72666_8N73504" "8M72666" "8N73504" 19
"8M72673_8N05423" "8M72673" "8N05423" 13
"8M72677_8M71823" "8M72677" "8M71823" 15
"8M72678_8N05032" "8M72678" "8N05032" 16
"8M72678_8N05712" "8M72678" "8N05712" 22
"8M72678_8N73501" "8M72678" "8N73501" 19
"8M72736_8N05003" "8M72736" "8N05003" 14
"8M72736_8N05004" "8M72736" "8N05004" 11
"8M72736_8N05006" "8M72736" "8N05006" 16
"8M72736_8N06554" "8M72736" "8N06554" 15
"8M72737_8N06740" "8M72737" "8N06740" 17
"8M72739_8N06928" "8M72739" "8N06928" 17
"8M72745_8N05052" "8M72745" "8N05052" 21
"8M72745_8N05419" "8M72745" "8N05419" 16
"8M72766_8N06989" "8M72766" "8N06989" 17
"8M72766_8N72347" "8M72766" "8N72347" 14
"8M72766_8N72348" "8M72766" "8N72348" 15
"8M72766_8N73420" "8M72766" "8N73420" 16
"8M72792_8N72389" "8M72792" "8N72389" 19
"8M72792_8N72391" "8M72792" "8N72391" 11
"8M72797_8N72531" "8M72797" "8N72531" 14
"8M72805_8N05832" "8M72805" "8N05832" 23
"8M72805_8N06566" "8M72805" "8N06566" 26
"8M72805_8N06567" "8M72805" "8N06567" 19
"8M72818_8N05027" "8M72818" "8N05027" 14
"8M72818_8N05029" "8M72818" "8N05029" 13
"8M72818_8N05030" "8M72818" "8N05030" 12
"8M72848_8M71307" "8M72848" "8M71307" 22
"8M72848_8N05489" "8M72848" "8N05489" 16
"8M72863_8N06528" "8M72863" "8N06528" 22
"8M72867_8M71226" "8M72867" "8M71226" 25
"8M72867_8N05714" "8M72867" "8N05714" 23
"8M72867_8N72347" "8M72867" "8N72347" 21
"8M72867_8N72348" "8M72867" "8N72348" 19
"8M72877_8M72678" "8M72877" "8M72678" 18
"8M72877_8N05810" "8M72877" "8N05810" 16
"8M72878_8N05534" "8M72878" "8N05534" 10
"8M72878_8N05809" "8M72878" "8N05809" 24
"8M72881_8M72664" "8M72881" "8M72664" 16
"8M72881_8N05847" "8M72881" "8N05847" 20
"8M72882_8N05480" "8M72882" "8N05480" 23
"8M72897_8N72311" "8M72897" "8N72311" 19
"8M72897_8N72312" "8M72897" "8N72312" 15
"8M72906_8N06317" "8M72906" "8N06317" 9
"8M72908_8N72663" "8M72908" "8N72663" 24
"8M72908_8N87307" "8M72908" "8N87307" 21
"8M72908_8N87342" "8M72908" "8N87342" 15
"8M72909_8M71314" "8M72909" "8M71314" 26
"8M72909_8M71866" "8M72909" "8M71866" 28
"8M72913_8N72746" "8M72913" "8N72746" 22
"8M72914_8M71823" "8M72914" "8M71823" 22
"8M72931_8M71520" "8M72931" "8M71520" 11
"8M72931_8N05462" "8M72931" "8N05462" 28
"8M72934_8M72681" "8M72934" "8M72681" 15
"8M72951_8M71540" "8M72951" "8M71540" 13
"8M72951_8N05526" "8M72951" "8N05526" 14
"8M72951_8N05825" "8M72951" "8N05825" 13
"8M72956_8N06570" "8M72956" "8N06570" 17
"8M72957_8N05706" "8M72957" "8N05706" 11
"8M72960_8N06570" "8M72960" "8N06570" 17
"8M72965_8N72777" "8M72965" "8N72777" 10
"8M72969_8N72660" "8M72969" "8N72660" 12
"8M72990_8M72809" "8M72990" "8M72809" 21
"8M72990_8M72982" "8M72990" "8M72982" 19
"8M72990_8N05750" "8M72990" "8N05750" 25
"8N05018_8N05515" "8N05018" "8N05515" 17
"8N05018_8N05517" "8N05018" "8N05517" 19
"8N05369_8N72235" "8N05369" "8N72235" 19
"8N05369_8N72266" "8N05369" "8N72266" 34
"8N05437_8N72742" "8N05437" "8N72742" 19
"8N05437_8N72743" "8N05437" "8N72743" 16
"8N05472_8N72701" "8N05472" "8N72701" 15
"8N05531_8N72663" "8N05531" "8N72663" 16
"8N05531_8N87307" "8N05531" "8N87307" 12
"8N05531_8N87342" "8N05531" "8N87342" 13
"8N05558_8N87146" "8N05558" "8N87146" 15
"8N05572_8N72055" "8N05572" "8N72055" 15
"8N05572_8N73368" "8N05572" "8N73368" 13
"8N05705_8N05536" "8N05705" "8N05536" 22
"8N05713_8N73083" "8N05713" "8N73083" 22
"8N05714_8N73420" "8N05714" "8N73420" 25
"8N05795_8N05798" "8N05795" "8N05798" 9
"8N05795_8N05799" "8N05795" "8N05799" 14
"8N05796_8N05798" "8N05796" "8N05798" 18
"8N05796_8N05799" "8N05796" "8N05799" 20
"8N05851_8N05905" "8N05851" "8N05905" 15
"8N05851_8N05907" "8N05851" "8N05907" 15
"8N05921_8N72242" "8N05921" "8N72242" 22
"8N05921_8N87284" "8N05921" "8N87284" 24
"8N05921_8N87286" "8N05921" "8N87286" 21
"8N05930_8N72218" "8N05930" "8N72218" 29
"8N05930_8N72220" "8N05930" "8N72220" 20
"8N05930_8N87220" "8N05930" "8N87220" 20
"8N05940_8N72012" "8N05940" "8N72012" 26
"8N06011_8N05369" "8N06011" "8N05369" 28
"8N06011_8N06157" "8N06011" "8N06157" 25
"8N06011_8N06210" "8N06011" "8N06210" 31
"8N06011_8N72433" "8N06011" "8N72433" 26
"8N06017_8N05576" "8N06017" "8N05576" 16
"8N06017_8N72096" "8N06017" "8N72096" 17
"8N06017_8N72642" "8N06017" "8N72642" 21
"8N06017_8N72950" "8N06017" "8N72950" 19
"8N06020_8M71758" "8N06020" "8M71758" 15
"8N06040_8N05933" "8N06040" "8N05933" 19
"8N06040_8N72447" "8N06040" "8N72447" 18
"8N06040_8N72486" "8N06040" "8N72486" 15
"8N06040_8N72487" "8N06040" "8N72487" 20
"8N06040_8N72488" "8N06040" "8N72488" 24
"8N06040_8N87216" "8N06040" "8N87216" 15
"8N06040_8N87218" "8N06040" "8N87218" 14
"8N06040_8N87219" "8N06040" "8N87219" 12
"8N06063_8N72232" "8N06063" "8N72232" 13
"8N06063_8N72644" "8N06063" "8N72644" 16
"8N06063_8N72650" "8N06063" "8N72650" 20
"8N06146_8N72006" "8N06146" "8N72006" 14
"8N06146_8N72109" "8N06146" "8N72109" 11
"8N06146_8N72113" "8N06146" "8N72113" 17
"8N06146_8N73293" "8N06146" "8N73293" 18
"8N06146_8N73294" "8N06146" "8N73294" 26
"8N06146_8N73296" "8N06146" "8N73296" 18
"8N06280_8N05939" "8N06280" "8N05939" 34
"8N06280_8N05940" "8N06280" "8N05940" 22
"8N06280_8N05941" "8N06280" "8N05941" 22
"8N06280_8N72236" "8N06280" "8N72236" 23
"8N06280_8N87145" "8N06280" "8N87145" 33
"8N06367_8N72724" "8N06367" "8N72724" 21
"8N06367_8N72749" "8N06367" "8N72749" 13
"8N06435_8N87141" "8N06435" "8N87141" 21
"8N06435_8N87152" "8N06435" "8N87152" 14
"8N06528_8N05528" "8N06528" "8N05528" 16
"8N06528_8N73021" "8N06528" "8N73021" 10
"8N06736_8N73524" "8N06736" "8N73524" 13
"8N06787_8N05538" "8N06787" "8N05538" 18
"8N06917_8N72616" "8N06917" "8N72616" 20
"8N06922_8N05726" "8N06922" "8N05726" 34
"8N06922_8N73052" "8N06922" "8N73052" 29
"8N06922_8N73055" "8N06922" "8N73055" 36
"8N06999_8N72311" "8N06999" "8N72311" 16
"8N06999_8N72312" "8N06999" "8N72312" 20
"8N72348_8N87208" "8N72348" "8N87208" 13
"8N72448_8N05933" "8N72448" "8N05933" 17
"8N72448_8N72447" "8N72448" "8N72447" 14
"8N72448_8N87216" "8N72448" "8N87216" 11
"8N72448_8N87218" "8N72448" "8N87218" 16
"8N72448_8N87219" "8N72448" "8N87219" 16
"8N72479_8N72108" "8N72479" "8N72108" 6
"8N72640_8N72236" "8N72640" "8N72236" 15
"8N72640_8N87145" "8N72640" "8N87145" 12
"8N72642_8N87244" "8N72642" "8N87244" 19
"8N72651_8N87146" "8N72651" "8N87146" 18
"8N73097_8N73810" "8N73097" "8N73810" 30
"8N73201_8N87150" "8N73201" "8N87150" 21
"8N73206_8N72134" "8N73206" "8N72134" 17
"8N87228_8N72206" "8N87228" "8N72206" 29
"8N87228_8N72207" "8N87228" "8N72207" 16
"8N87228_8N72208" "8N87228" "8N72208" 17
"8N87228_8N72209" "8N87228" "8N72209" 16
"8N87228_8N87225" "8N87228" "8N87225" 18
"8N87228_8N87226" "8N87228" "8N87226" 21
"8N87243_8N72096" "8N87243" "8N72096" 21
"8N87243_8N72950" "8N87243" "8N72950" 18
